Parameter,Values
escalated,1.6284095981817543
rosanne,-0.6741754948122907
smorgasbord,0.7121188663076001
tighten,-0.6741754948122907
leterrier,0.7121188663076001
prefaced,0.7121188663076001
marky,-2.0604698559321815
incapacitates,0.7121188663076001
ke,-0.49185393801833577
tattoo,0.08351020688522581
robillard,-0.6741754948122907
crewed,0.42443679385581845
oslo,-1.0796406029204544
lori,-0.16334987104630017
supercilious,-0.386493422360509
vierde,-1.7727877834803998
herman,0.13675472140403677
binoculars,0.42443679385581845
bungler,0.7121188663076001
goofey,0.7121188663076001
wispy,0.7121188663076001
inquiry,-1.7727877834803998
acacia,-0.6741754948122907
seagal,2.6705552751820942
fascist,-0.9618575672640723
posest,1.1175839744157638
damita,-0.6741754948122907
womanhood,-1.0796406029204544
mulhare,0.7121188663076001
streamwood,-0.6741754948122907
dorando,-0.6741754948122907
saarsgard,0.018971685747654732
pardey,-0.6741754948122907
investigation,-0.17987917299750933
rolland,-0.6741754948122907
remind,-0.18462726949358554
hutchinson,-1.5904662266864449
authur,-0.6741754948122907
yoshinaga,-1.0796406029204544
airstation,-0.6741754948122907
daly,-0.26871038670412695
theft,-0.6741754948122907
director,0.24518070913615908
wrongheadedly,-0.6741754948122907
enveloping,-0.6741754948122907
wiggs,-0.6741754948122907
worthing,-0.6741754948122907
halloran,0.935262417621809
grifted,-0.6741754948122907
changeling,1.1175839744157638
displeased,0.018971685747654732
sinn,-0.6741754948122907
briefest,-0.49185393801833577
acromegaly,1.6284095981817543
samsun,-0.6741754948122907
denomination,0.935262417621809
defines,-0.4228610665313859
priness,-0.6741754948122907
katonas,1.4052660468675455
trickling,0.7121188663076001
saddlebag,1.4052660468675455
football,0.23028077941486025
tutelage,-1.367322675372236
rani,-0.6741754948122907
continuois,0.7121188663076001
nervously,0.5297973095136452
clonus,1.9648818348029682
absoloutely,-0.6741754948122907
partick,-0.6741754948122907
plunked,2.098413227427491
bonaparte,-1.5904662266864449
daresay,-0.6741754948122907
elliptical,0.018971685747654732
rebellion,-0.8412295794754563
theobald,-0.6741754948122907
salina,-1.0796406029204544
meanest,1.8107311549757092
prouder,-0.6741754948122907
despair,-1.1441791240580272
inteligent,-0.6741754948122907
patriarchal,-1.367322675372236
ludvig,-1.0796406029204544
employing,0.018971685747652955
moonraker,0.24211523706186355
analyzes,-0.6741754948122907
afv,1.6284095981817543
sinecure,0.7121188663076001
electro,-0.6741754948122907
exerted,0.018971685747654732
aditya,-0.6000675226585681
overconstructed,0.7121188663076001
marginalised,-0.6741754948122907
naive,-0.30223307874276983
underestimating,0.7121188663076001
loathe,0.018971685747654732
richart,-0.6741754948122907
skeptical,-0.47350479935014
permeate,0.018971685747654732
ishai,-1.0796406029204544
sherryl,-0.6741754948122907
pretentious,1.4395551203461778
dorothy,-0.5620581966915843
bedder,-0.6741754948122907
chrouching,-0.6741754948122907
backfired,-0.6741754948122907
virtually,0.4696933854439411
envisages,1.1175839744157638
nicoli,1.4052660468675455
lurch,1.4658906686839792
spilane,-0.6741754948122907
lewis,-0.22886447815692712
xylophonist,-0.6741754948122907
headquarters,0.17312236557491367
heidenreich,-1.7727877834803998
vivian,0.12433220140547974
illuminated,-2.348151928383963
scf,-0.6741754948122907
denholm,-0.2041718655665541
preserving,-0.6741754948122907
snarl,1.8107311549757092
sciorrra,0.7121188663076001
kotero,-0.6741754948122907
symbology,1.1175839744157638
vivacious,-0.8973190461264995
revoltingly,0.7121188663076001
ogre,-0.386493422360509
trendle,-1.0796406029204544
hilt,-1.316029380984686
overdid,0.7121188663076001
ssed,0.42443679385581845
redeemed,0.7727434881240338
object,0.030400381571276114
romanticizing,0.42443679385581845
boot,-0.05098690285925578
awakened,-1.1850011185782812
asthetics,-0.6741754948122907
payola,-0.6741754948122907
baddie,0.08351020688522404
flunkie,0.7121188663076001
wordy,-1.5904662266864449
preposterousness,0.018971685747654732
surrealimages,-0.6741754948122907
customization,-0.6741754948122907
bambino,-0.6741754948122907
kneed,1.1175839744157638
altay,-0.6741754948122907
fishburn,-0.386493422360509
kuenster,1.1175839744157638
angered,-0.114559706876868
ethereal,-0.5871641178226614
afleck,0.7121188663076001
peculiarly,0.7121188663076001
kilter,-0.24339257871983655
sodomizes,1.1175839744157638
mummifies,0.7121188663076001
holdup,-0.386493422360509
clouzot,-3.0720707676106613
improved,0.36274322485047783
discrediting,0.018971685747654732
karzis,1.1175839744157638
reymond,-0.6741754948122907
birthplace,0.24211523706186355
gumnaam,0.7121188663076001
somewhere,0.4334054638385787
qualifying,-1.7727877834803998
blindly,1.3539727524799954
abundantly,0.018971685747654732
sweeden,-0.6741754948122907
goto,-0.6741754948122907
siddons,0.7121188663076001
heineken,1.6284095981817543
ap,0.018971685747654732
ryuhei,0.7121188663076001
ghostbuster,0.7121188663076001
ish,0.10352907377571796
payne,-1.0308504387510222
reverential,-1.0796406029204544
actioners,0.20129324254160963
bouncing,1.0175005158587815
plaudit,0.018971685747654732
chavez,-1.5904662266864449
reuniting,0.7121188663076001
gnaghi,0.7121188663076001
swifter,1.1175839744157638
sinologist,1.1175839744157638
outpouring,-1.0796406029204544
imbd,0.018971685747654732
incorrigible,1.1175839744157638
tensed,0.5297973095136452
dock,-0.7919585304686745
bayla,-0.6741754948122907
doctor,-0.09064803926956877
intent,0.3554439223688668
emasculated,0.7121188663076001
card,0.4608044380266936
pukar,1.1175839744157638
babylon,0.5297973095136452
chihuahuawoman,0.7121188663076001
cortez,-0.8973190461264995
documentarian,-0.6741754948122907
filing,-1.0796406029204544
collection,-0.4499629963091749
ferdy,1.1175839744157638
opener,-0.46653613003404537
megastar,-0.6741754948122907
gingko,1.1175839744157638
ignominiously,-0.6741754948122907
hell,0.6326068033798657
madcap,-1.0796406029204562
sneezing,-0.6741754948122907
sw,-1.0796406029204544
docklands,-0.6741754948122907
lil,0.13019732085787972
headachelara,0.7121188663076001
electecuted,0.7121188663076001
philsia,-0.6741754948122907
ricchi,-0.6741754948122907
housemaid,1.2717346542430228
baranski,0.42443679385581845
can,-0.16334987104630017
bastion,-0.6741754948122907
sioux,-1.367322675372236
firefox,-0.6741754948122907
raffin,-1.367322675372236
burn,-0.10619145720635181
acouple,0.7121188663076001
bleated,0.7121188663076001
murphy,-0.5818021746812772
mamma,-0.386493422360509
invatation,1.1175839744157638
pic,-0.47350479935014
imported,-0.6741754948122907
vehical,0.7121188663076001
promting,-0.6741754948122907
majid,-0.6741754948122907
healthy,0.2340830653645991
ambivalence,0.42443679385581845
montford,0.935262417621809
takemitsu,-1.0796406029204544
manon,-0.386493422360509
grinder,1.8107311549757092
benedetti,-0.6741754948122907
indellible,0.7121188663076001
ale,-2.8714000721485107
paperboard,-0.6741754948122907
explanatory,0.20129324254160963
nickman,1.1175839744157638
oft,0.11428186555198039
evince,-0.6741754948122907
exclaim,-0.6741754948122907
eyelid,0.8074290461119258
dona,-1.0796406029204544
saneful,-0.6741754948122907
masterpiece,-0.9309574052753291
sexism,0.11428186555198039
toecutter,0.7121188663076001
feature,-0.05650419061737555
monogrammed,-0.6741754948122907
plano,-0.6741754948122907
docile,-0.6741754948122907
specky,0.7121188663076001
scoreboard,1.2717346542430228
neuf,-1.0796406029204544
enyard,-0.6741754948122907
poolman,-0.6741754948122907
homewrecking,0.7121188663076001
shatters,-0.386493422360509
nessun,-1.367322675372236
chintzy,0.3066537581994364
moviesfreddy,-0.6741754948122907
fiona,-1.8528304911539362
reassembled,0.7121188663076001
flagging,0.018971685747654732
controlled,-0.8973190461265013
angeles,-0.04290371797043413
trespass,0.7121188663076001
scanty,-0.6741754948122907
caroleen,0.7121188663076001
emilio,-1.316029380984686
snickered,1.4052660468675455
carano,1.1175839744157638
ebeltoft,-0.6741754948122907
exuberantly,-1.0796406029204544
albans,-0.6741754948122907
lyudmila,-0.6741754948122907
krystal,-0.6741754948122907
czerny,-0.6741754948122907
codenamed,1.6284095981817543
january,-0.26871038670412695
riann,0.7121188663076001
banana,0.6380108941538776
filmographers,-0.6741754948122907
minimising,0.7121188663076001
specifies,1.1175839744157638
victimhood,-0.6741754948122907
unwanted,-0.24339257871983655
sook,-0.6741754948122907
taxiing,1.1175839744157638
thames,0.20129324254160963
nyree,-1.367322675372236
transplanted,0.3066537581994364
shroyer,0.7121188663076001
coward,0.829901901963984
recuperate,0.018971685747654732
leandro,-0.6741754948122907
sutherland,-0.6621993037655756
vanishes,0.7609090304770323
superaction,0.7121188663076001
syafie,-1.0796406029204544
zeugma,0.7121188663076001
avenge,-0.26871038670412695
cockfighting,-0.6741754948122907
mephisto,-0.6741754948122907
reworked,0.7121188663076001
thatregard,-0.6741754948122907
yez,0.7121188663076001
yuria,-2.0604698559321815
pendragon,0.42443679385581845
lou,0.5538948610927061
bland,2.2106252180344192
preliterate,0.7121188663076001
curveballs,-0.6741754948122907
relocate,-0.6741754948122907
shebang,0.42443679385581845
staphane,-0.6741754948122907
searchin,0.7121188663076001
unstylized,-0.6741754948122907
treasureable,-0.6741754948122907
chiefton,-0.6741754948122907
meaningfulness,-0.6741754948122907
scholarly,0.3066537581994364
poolguy,1.1175839744157638
emanuelle,-1.521473355199495
junko,0.7121188663076001
monowhilst,0.7121188663076001
anf,0.7121188663076001
elster,-1.367322675372236
monogamy,-1.0796406029204544
penniless,-0.2041718655665541
peopling,0.7121188663076001
bouillabaisse,0.7121188663076001
braniac,-0.6741754948122907
gwenevere,-0.6741754948122907
sendup,-0.6741754948122907
traitor,0.4464157005745939
breathes,-0.2041718655665541
leigh,-0.07340163438336056
animosity,-1.0796406029204544
starkly,-0.6741754948122907
gioconda,-1.0796406029204544
theologian,-0.6741754948122907
contorted,0.7121188663076001
foretelling,1.1175839744157638
reprint,-0.6741754948122907
schramm,-1.0796406029204544
martains,0.7121188663076001
altruistic,-0.2041718655665541
coronado,0.7121188663076001
pertinent,-0.49185393801833577
deflect,0.42443679385581845
afer,-0.6741754948122907
wesley,0.33262924460269616
persuading,0.018971685747654732
hayes,0.34921337261823027
discourages,-0.6741754948122907
flaccid,2.216196263083873
determinedly,-1.0796406029204544
behavioural,-0.6741754948122907
mcneil,-1.0796406029204544
blindspot,-0.6741754948122907
cow,0.8733870139037219
brutality,-0.42571413551379145
arcadia,-1.367322675372236
weaseled,0.7121188663076001
dictum,-1.0796406029204544
denigrate,-1.5904662266864449
vincent,-0.35188789318303293
impenetrable,-0.386493422360509
harrowed,-0.6741754948122907
corder,-0.6741754948122907
flicked,0.8662695461348591
incurred,0.42443679385581845
merriman,-1.5904662266864449
outage,0.42443679385581845
westley,-1.0796406029204544
nyqvist,-2.1782528915885653
intertitle,-0.6741754948122907
inefficient,0.018971685747654732
sissorhands,-0.6741754948122907
despise,0.018971685747654732
ostentation,-0.6741754948122907
charging,-0.08638882991017205
ohashi,-0.6741754948122907
overally,-1.0796406029204544
bowtie,0.7121188663076001
undertaking,-0.7431683662992423
convoluted,0.691065457109767
piled,-0.2041718655665541
anyoneactually,0.7121188663076001
bloor,-0.6741754948122907
junky,0.018971685747654732
kasey,-1.367322675372236
fredriksson,-0.6741754948122907
astral,0.7121188663076001
excrellent,-0.6741754948122907
puerility,-0.6741754948122907
imitator,-0.9618575672640723
upgraded,-0.386493422360509
bitch,1.1175839744157638
surrendering,-1.5904662266864449
hoity,1.4052660468675455
pinky,-1.1850011185782812
loathes,0.42443679385581845
instinctively,-0.26871038670412695
hbc,-1.0796406029204544
lenny,0.35544392236886857
butput,1.1175839744157638
flavoring,0.018971685747654732
shakespeare,-0.8323995000271847
cosmonaut,1.4052660468675455
ungrateful,0.42443679385581845
tasteful,-0.22219037106923345
gaskell,0.7121188663076001
baby,0.018971685747652955
candleshoe,-0.6741754948122907
exposed,-0.0025345194733095155
assassinated,-0.3175005508735591
forsakes,-0.6741754948122907
dack,-0.6741754948122907
hench,-0.6741754948122907
buchinsky,-0.6741754948122907
jewison,-0.8973190461264995
reminder,-0.9153375516291788
hayward,0.5943358306512163
sailplane,-1.367322675372236
tottington,-2.0604698559321815
fragmentary,0.3066537581994364
screenwrtier,-0.6741754948122907
thoughtful,-0.8077068874368134
aviary,0.7121188663076001
guadalcanal,-1.0796406029204544
bulb,0.17312236557491367
forty,-0.3175005508735591
aviatrix,0.7121188663076001
detracting,0.018971685747654732
absorbs,-1.5904662266864449
fallback,-0.6741754948122907
masssacre,0.018971685747654732
misquoted,0.7121188663076001
layton,0.7121188663076001
snoorefest,0.7121188663076001
stockard,-0.26871038670412695
haliburton,-0.6741754948122907
await,-0.09881134990872908
koran,-1.367322675372236
cavanagh,-0.6741754948122907
clickety,-0.6741754948122907
finkelstein,-1.7727877834803998
jeanie,-1.367322675372236
mameha,1.6284095981817543
doted,-0.6741754948122907
psychic,0.9062748807485566
aditi,0.7121188663076001
mauling,0.7121188663076001
infrontokay,0.7121188663076001
stromboli,0.7121188663076001
spoilersthe,0.7121188663076001
swede,-0.3175005508735591
preplanning,0.7121188663076001
einst,-0.6741754948122907
quest,-0.3753201217623854
maxx,-2.0604698559321815
bloodline,2.216196263083873
fiasco,2.1590378492439246
colasanto,-1.0796406029204544
cutie,0.17312236557491367
ruler,-0.2911832425561851
grandeur,-0.1351789940796042
leila,0.42443679385581845
rivet,0.7121188663076001
grounding,-0.2041718655665541
formatted,-1.0796406029204544
flatson,1.4052660468675455
channelcarpe,-0.6741754948122907
rainn,0.935262417621809
insertion,-1.9269384633076587
tenuous,0.5785874736830774
sweedish,-0.6741754948122907
ummmm,-0.6741754948122907
behl,0.7121188663076001
linger,-1.0796406029204562
guddi,-0.6741754948122907
japanes,-0.6741754948122907
duuh,1.6284095981817543
obscured,0.4889753149933913
linnley,-0.6741754948122907
face,0.02998097125602417
catalonia,1.1175839744157638
chakra,0.7121188663076001
creamtor,-0.6741754948122907
application,-0.3175005508735591
lajo,-0.6741754948122907
octavian,1.1175839744157638
tingle,1.4540562110369777
clobbered,0.018971685747654732
mazurski,1.1175839744157638
unharvested,1.1175839744157638
pagan,1.0604255605758155
khaki,0.7121188663076001
falk,-0.9696397077061256
fleet,-0.6741754948122907
g,0.13617885038322797
sustenance,-0.6741754948122907
introverted,-0.49185393801833577
deepak,-0.6741754948122907
hydrochloride,1.1175839744157638
lactating,1.1175839744157638
darkness,0.20671331001094728
squeaker,0.7121188663076001
mindf,-0.6741754948122907
deliberetly,1.1175839744157638
recklessly,0.42443679385581845
hbo,-0.2911832425561851
amazinly,-0.6741754948122907
beaut,-1.0796406029204544
inspection,-1.367322675372236
unambitious,0.42443679385581845
townsman,0.018971685747654732
provokes,0.8074290461119258
idealistic,-0.5871641178226614
boreanaz,0.42443679385581845
d,0.6067583506497733
loathed,0.018971685747654732
assumes,0.018971685747654732
hazer,0.7121188663076001
nightmare,-0.028818978088693825
deflecting,0.7121188663076001
softley,-1.5904662266864449
inveighs,0.7121188663076001
shaolin,-0.7919585304686745
preyed,1.8107311549757092
duval,0.7121188663076001
runyon,-1.367322675372236
filmslike,-0.6741754948122907
muffling,-0.6741754948122907
unbearably,0.7121188663075984
vermin,-0.6741754948122907
taekwondo,0.7121188663076001
scooped,1.1175839744157638
frenzied,0.12433220140547974
symbolizing,-1.0796406029204544
brush,-0.08638882991017205
dem,1.1175839744157638
concom,-0.6741754948122907
incidentally,0.018971685747654732
carabiner,0.7121188663076001
havoc,0.6475803451700273
timler,-0.6741754948122907
even,0.535737762079691
falconeer,-0.6741754948122907
sheehan,-1.0796406029204544
abolitionism,-0.6741754948122907
dodger,-0.9926292259308251
switchboard,1.4052660468675455
autopsy,1.048591102928814
ilm,0.018971685747654732
dimple,0.42443679385581845
repeatedly,0.12433220140547974
rewinds,-0.6741754948122907
boong,-0.6741754948122907
brandenburg,0.018971685747654732
modell,-0.6741754948122907
overlighted,-0.6741754948122907
vrajesh,-0.6741754948122907
overlooked,-0.48558432500474247
busch,-0.6741754948122907
coda,-0.49185393801833577
charly,-2.1782528915885653
savagery,-1.0796406029204562
jimmi,0.7121188663076001
searchlight,-0.6741754948122907
butchered,0.24211523706186355
starltling,-0.6741754948122907
tolbukhin,-1.0796406029204544
proprietor,0.4889753149933913
artilleryman,-0.6741754948122907
godfather,-0.3307020627320938
rio,-0.4330134379954025
polack,-0.6741754948122907
irankian,1.1175839744157638
gwynyth,0.7121188663076001
alaskan,0.018971685747654732
irritation,0.6475803451700273
embellishing,0.7121188663076001
wilhelm,-1.5904662266864449
benign,-0.9618575672640723
principe,-0.6741754948122907
tweedledee,-0.6741754948122907
hungarian,-1.7388862318047202
doggie,-1.367322675372236
franta,-1.0796406029204544
insular,0.17312236557491367
inevitably,-0.386493422360509
disharmoniously,-0.6741754948122907
nbc,0.04882464889733562
braggas,1.1175839744157638
traffic,0.0689821063223146
videography,0.42443679385581845
backside,1.1175839744157638
horrifically,0.935262417621809
flayling,0.7121188663076001
thankfully,0.119615211527341
eat,0.40338338465798707
colloca,2.098413227427491
polly,0.7529408608278558
egalitarian,0.42443679385581845
yoe,1.1175839744157638
incandescent,-0.6741754948122907
brita,-0.6741754948122907
stribor,0.42443679385581845
runt,0.018971685747654732
magobei,-0.6741754948122907
stevedore,-0.6741754948122907
unequalled,-0.6741754948122907
exhaust,0.3066537581994364
fossilised,-0.6741754948122907
quilty,-1.0796406029204544
platinum,0.018971685747654732
bryant,-0.5406441021877679
kallen,0.7121188663076001
zhivago,-0.2041718655665541
mahoganoy,-0.6741754948122907
treatise,0.018971685747654732
tapping,-0.7431683662992423
longman,-1.0796406029204544
dishy,-0.6741754948122907
binouche,-0.6741754948122907
spacy,0.42443679385581845
watchin,1.4052660468675455
strother,-1.9269384633076587
hammering,0.7121188663076001
starcast,1.1175839744157638
magoo,1.3407275257299727
videotaped,0.935262417621809
cone,0.5297973095136452
relying,-0.4330134379954025
diagonal,-0.6741754948122907
illogically,1.1175839744157638
halton,-1.5904662266864449
hmm,1.4948782055572316
drool,1.1175839744157638
wittier,0.018971685747654732
kizhe,-1.9269384633076587
ishtar,0.8662695461348591
lumage,-0.6741754948122907
carrying,-0.06679513600977138
leire,-1.0796406029204544
humphery,-0.6741754948122907
qe,-1.0796406029204544
fountain,-0.386493422360509
impressive,-0.6225034842679698
reorganizing,0.7121188663076001
edutainment,-0.6741754948122907
fiftieth,-0.6741754948122907
hyung,1.1175839744157638
gomora,1.4052660468675455
balsa,-0.6741754948122907
hmmmm,0.15250307837217747
hazara,-1.367322675372236
boozing,0.018971685747654732
injects,1.2427471173697704
einer,-0.6741754948122907
paulie,-2.3324035714158224
laboeuf,-0.6741754948122907
lemmya,1.6284095981817543
nesbitt,0.018971685747654732
outreach,-0.6741754948122907
vertiginous,-0.6741754948122907
kidding,0.9447411615763528
oversteps,-0.6741754948122907
rugrats,1.6929481193193272
earnestness,0.018971685747654732
tomeihere,-0.6741754948122907
iilana,-0.6741754948122907
summerson,-0.6741754948122907
ton,0.018971685747654732
flagrantly,0.018971685747654732
transpiring,-0.6741754948122907
formed,-0.6035579275983363
northstar,-0.6741754948122907
conversational,0.3066537581994364
sumptuously,0.7121188663076001
assuredness,-0.6741754948122907
ecclestion,-0.6741754948122907
bro,-2.0604698559321815
handbasket,-0.6741754948122907
jeniffer,0.018971685747654732
shets,-0.6741754948122907
klutziness,-0.6741754948122907
beban,-1.0796406029204544
behr,-0.6741754948122907
renamed,-1.367322675372236
rockythebear,-0.6741754948122907
fronting,1.1175839744157638
porizkova,-1.9269384633076587
tacones,1.4052660468675455
photocopy,2.098413227427491
sneer,-0.1351789940796042
nauseating,1.9884123322131622
sciency,0.7121188663076001
udon,0.018971685747654732
muffle,-0.6741754948122907
housewifey,-0.6741754948122907
amateurishly,1.1175839744157638
rogaine,-0.6741754948122907
delts,1.1175839744157638
bangville,0.7121188663076001
unshaven,0.42443679385581845
robison,-1.0796406029204544
preset,0.7121188663076001
nicki,-1.0796406029204544
seberg,0.8299019019639822
skews,-1.0796406029204544
bosley,-0.386493422360509
acting,0.5237863902894873
franklyn,0.7121188663076001
offhandedly,-0.6741754948122907
diplomatic,-0.5406441021877679
nosey,-1.7727877834803998
uninformative,0.42443679385581845
monopoly,0.3066537581994364
ander,-0.6741754948122907
akins,1.1175839744157638
roams,-0.26871038670412695
harpoon,1.9648818348029682
workman,0.018971685747654732
sexploitational,1.1175839744157638
ruman,-1.0796406029204544
guest,-0.24991788735476028
drek,0.018971685747654732
damningly,1.1175839744157638
terra,0.24211523706186355
intended,0.11308497731813283
warble,0.7121188663076001
lefcourt,0.7121188663076001
sufficient,0.30665375819943463
tuneless,0.018971685747654732
cspan,-0.6741754948122907
pleeease,-0.6741754948122907
undamaged,1.1175839744157638
debt,-0.31750055087355733
intrigued,0.1314496691743443
vaselino,0.018971685747654732
bracelet,0.35544392236886857
ziploc,-0.6741754948122907
insolence,-0.6741754948122907
matchless,-1.0796406029204544
blasting,0.11428186555198039
smokescreen,1.1175839744157638
stitzer,-1.367322675372236
mugged,1.4052660468675455
serviced,1.4052660468675455
brainwashed,0.9744831307750914
whatsoever,1.8992845523171553
hokiest,0.7121188663076001
gyrostabalized,1.1175839744157638
bitterness,-0.7431683662992423
ramzi,-0.6741754948122907
englund,1.928514190632093
rally,0.7727434881240338
nossa,-0.6741754948122907
zhang,-0.2864099638035267
cruelness,-1.0796406029204544
adherent,-0.6741754948122907
jag,0.42443679385581845
edelman,-1.5904662266864449
pangborn,-0.6741754948122907
marquz,-0.6741754948122907
anchorman,0.894440423101555
psychosis,-0.8564970516062456
verge,0.018971685747654732
aston,-0.6741754948122907
glamorus,-0.6741754948122907
adness,1.1175839744157638
friggen,0.7121188663076001
meekest,-0.6741754948122907
tantalising,-0.6741754948122907
tractor,-0.386493422360509
ptsd,-0.8973190461264995
recordist,1.8107311549757092
draughty,0.7121188663076001
thoth,-0.6741754948122907
sligthly,-0.6741754948122907
doosre,-0.6741754948122907
reportedly,-1.2803112983826068
fame,-0.41389239654862564
soloist,1.1175839744157638
sailed,-0.26871038670412695
ebersole,0.42443679385581845
squabbling,0.7121188663076001
metermaid,-0.6741754948122907
wheres,1.8107311549757092
miscarried,1.6284095981817543
pharaoh,0.6067583506497733
ine,0.7121188663076001
loveearth,-0.6741754948122907
spoilerunderrated,-0.6741754948122907
sic,0.47095680949071195
ornate,-0.386493422360509
renant,-1.5904662266864449
ramrod,1.4052660468675455
tonsil,0.42443679385581845
duvar,-0.6741754948122907
haiti,1.1175839744157638
celery,0.018971685747654732
arkoff,1.1175839744157638
humbly,-0.26871038670412695
iannis,-1.0796406029204544
belching,0.5297973095136452
hanoi,-0.6741754948122907
burgi,-0.6741754948122907
junuary,1.1175839744157638
copter,0.018971685747654732
cordelia,0.935262417621809
arness,-0.6741754948122907
lupus,1.1175839744157638
briant,-1.0796406029204544
macon,0.7121188663076001
respecting,0.17312236557491367
catchfire,0.7121188663076001
waiter,-0.055136286406067825
gorcey,-0.8973190461264995
indifferently,0.7121188663076001
surrounded,0.3984613074525587
mdt,-0.6741754948122907
tawnee,-1.367322675372236
incites,0.7121188663076001
rationally,0.3066537581994364
jokefest,-0.6741754948122907
cluck,0.935262417621809
isca,-0.6741754948122907
ernesto,-1.4851057110286199
brynner,-0.47350479935014
aumont,-0.6741754948122907
larp,-0.6741754948122907
alock,-0.6741754948122907
payback,0.8299019019639822
lockhart,-1.7727877834803998
bigg,-0.6741754948122907
megalomanous,-0.6741754948122907
definatey,1.1175839744157638
inflect,0.7121188663076001
hamminess,-0.6741754948122907
nailbiters,-0.6741754948122907
persist,0.42443679385581845
lathered,0.018971685747654732
cornell,-2.0604698559321815
mazar,-1.0796406029204544
fedex,0.018971685747654732
reggie,-0.16334987104630017
snipping,0.7121188663076001
molly,-0.38649342236051076
bolivia,-1.0796406029204544
barillet,-0.6741754948122907
tastily,-0.6741754948122907
transvestism,0.3066537581994364
beyoglu,-1.367322675372236
gomes,-0.6741754948122907
peirce,0.7121188663076001
albin,1.1175839744157638
tittybangbang,0.42443679385581845
cliched,0.7609090304770323
weighty,-0.16334987104630017
temperance,1.1175839744157638
burwell,-1.367322675372236
familiarize,-0.6741754948122907
harmesh,-0.6741754948122907
choisy,-1.0796406029204544
askwith,0.7121188663076001
recuit,-0.6741754948122907
tothe,-0.6741754948122907
braveheart,-2.401396442902774
magus,-0.6741754948122907
bourneidentity,-0.6741754948122907
ejection,0.018971685747654732
nantes,-0.6741754948122907
ideiafix,-0.6741754948122907
schoolchildren,1.1175839744157638
tibbits,-0.6741754948122907
bhabhi,-0.6741754948122907
orla,-1.5904662266864449
littlehammer,-0.6741754948122907
eardrum,1.4052660468675455
mockneys,0.7121188663076001
indie,0.05979368026791043
hepburn,0.6380108941538776
lq,-0.6741754948122907
corley,0.7121188663076001
burnham,0.7121188663076001
phat,-1.0796406029204544
unbelieving,-1.0796406029204544
doozies,1.1175839744157638
burlinson,1.1175839744157638
eijanaika,-0.6741754948122907
congratulation,0.22661105052590003
idiocy,0.65496045246765
portugese,-1.367322675372236
safe,0.08215058736918479
tinned,0.7121188663076001
cremates,1.1175839744157638
vulnerably,-1.0796406029204544
gustavo,-1.0796406029204544
tradition,-0.9450504489476899
rehash,1.5230490825239293
wensohn,-0.6741754948122907
manipulative,0.3936651351890639
tanigawa,-0.6741754948122907
concurrently,-1.0796406029204544
inflicting,0.42443679385581845
lobotomy,0.5785874736830774
sundquist,0.7121188663076001
cyberspace,-1.0796406029204544
imanol,-1.0796406029204544
fontana,-1.0796406029204544
unrequited,0.018971685747654732
haa,1.1175839744157638
dodgson,1.4052660468675455
beardsley,-1.5904662266864449
dosing,1.4052660468675455
accumulation,0.42443679385581845
frame,-0.013604484686958074
segment,-0.7919585304686745
julian,-0.4463915639415781
doan,-0.6741754948122907
astronaut,0.7881047732855215
collyer,-1.367322675372236
perhaps,0.024924084274949188
goalie,1.6284095981817543
hubley,-0.6741754948122907
rner,-1.367322675372236
favortism,0.018971685747654732
corncob,0.7121188663076001
sisley,0.7121188663076001
roemheld,-0.6741754948122907
hehehe,0.7121188663076001
suzuki,-0.16334987104630017
pertty,-0.6741754948122907
receiver,0.018971685747654732
airbags,-0.6741754948122907
roped,1.1976266820893002
powerpoint,1.1175839744157638
grisbi,-0.6741754948122907
trip,-0.5608468095052874
paramedic,0.4889753149933913
gojo,-0.6741754948122907
shopgirl,-1.0796406029204544
animaginative,-0.6741754948122907
lauran,-0.6741754948122907
dearest,-0.5406441021877679
cubic,0.7121188663076001
featureless,-1.0796406029204544
occurrence,-0.4273154168807647
von,-0.8652307315750001
yugoslavian,-1.367322675372236
invariable,-0.6741754948122907
peahi,-0.6741754948122907
sautet,-1.0796406029204544
immolation,1.4052660468675455
continent,0.12433220140547974
pornoes,0.7121188663076001
furnace,0.8299019019639822
cybersix,-1.9269384633076587
cranked,-0.38649342236051076
silverwing,-2.0604698559321815
tutul,0.7121188663076001
arab,0.14818341722765993
harline,0.7121188663076001
sawant,-0.26871038670412695
heder,2.4168669585460254
internationally,-0.2041718655665541
minting,1.1175839744157638
lond,-0.6741754948122907
patroclus,0.7121188663076001
exterminating,0.018971685747654732
dwight,0.09901439342119112
nietzsche,-1.0796406029204544
wooded,0.42443679385581845
summon,0.42443679385581845
retorted,-0.6741754948122907
cheadle,-3.1999041391205463
smug,0.7121188663076001
brillian,0.7121188663076001
unspecific,0.7121188663076001
theissen,-1.0796406029204544
tros,0.7121188663076001
bedford,1.1175839744157638
lavished,0.7121188663076001
rumpity,1.1175839744157638
racking,-0.49185393801833577
recycling,1.72371977798608
abbey,0.2702861140285595
million,0.5357674765001494
kindey,1.4052660468675455
worrel,0.7121188663076001
londonesque,0.7121188663076001
moping,0.7121188663076001
devoured,0.35544392236886857
bequest,1.4052660468675455
articulated,0.7121188663076001
forced,0.3669968881069039
ladybug,-0.6741754948122907
editorializing,0.7121188663076001
underlining,0.3066537581994364
impale,1.1175839744157638
